id,brand,model,date,year,display_size_inches,internal_memory_in_gb,primary_camera_mega_pixel,primary_camera,loud_speaker,gps,colors,approx_price_eur,announced,battery_mah,ram_in_gb
alcatel Pixi 3 (5),alcatel,Pixi 3 (5),2015-08-01,2015.0,5.0,4.0,5.0,5 MP or 8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,80.0,2015  January,1800.0,0.4980544747081712
alcatel Pixi 3 (4.5),alcatel,Pixi 3 (4.5),2015-05-01,2015.0,4.5,4.0,5.0,5 MP or 8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,60.0,2015  January,1400.0,0.4980544747081712
alcatel Pixi 3 (4),alcatel,Pixi 3 (4),2015-03-01,2015.0,4.0,4.0,2.0,2 MP or 5 MP| LED flash,Yes,Yes with A-GPS,Various,50.0,2015  January,1400.0,0.4980544747081712
alcatel Pixi 3 (3.5) Firefox,alcatel,Pixi 3 (3.5) Firefox,2015-05-01,2015.0,3.5,0.4980544747081712,2.0,2 MP /LED flash (optional),Yes,Yes with A-GPS (optional),Various,40.0,2015  January,1300.0,0.4980544747081712
alcatel Pixi 3 (3.5),alcatel,Pixi 3 (3.5),2015-02-01,2015.0,3.5,4.0,2.0,2 MP /LED flash (optional),Yes,Yes with A-GPS (optional),Various,,2015  January,1300.0,0.4980544747081712
alcatel Pop D3,alcatel,Pop D3,2014-09-01,2014.0,4.0,4.0,5.0,5 MP| LED flash,Yes,Yes with A-GPS,Midnight Blue| Dark Chocolate| Dark Aubergine| White| Red| Yellow| Orange| Green| Purple,130.0,2014  August,1400.0,0.4980544747081712
alcatel Pop D1,alcatel,Pop D1,2014-09-01,2014.0,3.5,4.0,2.0,2 MP,Yes,Yes with A-GPS,Midnight Blue| Dark Chocolate| Dark Aubergine| White| Red| Yellow| Orange| Green| Purple,80.0,2014  August,1300.0,0.4980544747081712
alcatel Pop Icon,alcatel,Pop Icon,2014-10-01,2014.0,5.0,4.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,120.0,2014  September,2000.0,1.0
alcatel Fire C 2G,alcatel,Fire C 2G,2014-10-01,2014.0,3.5,0.2490272373540856,3.0,1.3 MP,Yes,No,Bluish Black| Dark Chocolate,30.0,2014  October,1000.0,0.1245136186770428
alcatel Pop 2 (5) Premium,alcatel,Pop 2 (5) Premium,2015-05-01,2015.0,5.0,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,White| Volcano Black| Full White,,2014  September,2500.0,1.0
alcatel Pop 2 (5),alcatel,Pop 2 (5),2015-05-01,2015.0,5.0,8.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black/White| Platinum Silver| Ash Gray| Volcano Black,,2014  September,2500.0,1.0
alcatel Pop 2 (4),alcatel,Pop 2 (4),2015-05-01,2015.0,4.0,4.0,15.0,3.15 MP| LED flash,Yes,Yes with A-GPS,Full White| Black/White| Ash Gray| Volcano Black,,2014  September,2000.0,0.4980544747081712
alcatel Pop 2 (4.5) Dual SIM,alcatel,Pop 2 (4.5) Dual SIM,2014-12-01,2014.0,4.5,8.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Lemon Yellow| Lavender| Jade Green| Cozy Red| Aqua Blue| White| Platinum Silver| Ash Gray| Volcano Black,180.0,2014  September,2000.0,1.0
alcatel Pop 2 (4.5),alcatel,Pop 2 (4.5),2014-12-01,2014.0,4.5,8.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Lemon Yellow| Lavender| Jade Green| Cozy Red| Aqua Blue| White| Platinum Silver| Ash Gray| Volcano Black,130.0,2014  September,2000.0,1.0
alcatel Fierce 2,alcatel,Fierce 2,2014-09-01,2014.0,5.0,4.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,90.0,2014  August,,1.0
alcatel Evolve 2,alcatel,Evolve 2,2014-10-01,2014.0,4.0,4.0,5.0,5 MP| LED flash,Yes,Yes with A-GPS,Black,60.0,2014  October,1400.0,0.4980544747081712
alcatel POP 8S,alcatel,POP 8S,2014-12-01,2014.0,8.0,8.0,5.0,5 MP| autofocus,Yes,Yes,White| Black/ color back panels,250.0,2014  September,4100.0,1.0
alcatel Hero 8,alcatel,Hero 8,2014-12-01,2014.0,8.0,32.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Dark Gray,280.0,2014  September,4060.0,2.0
alcatel Hero 2,alcatel,Hero 2,2014-09-01,2014.0,6.0,16.0,1.0,13.1 MP| OIS| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Dark Gray,460.0,2014  September,3100.0,2.0
alcatel Pixi 2,alcatel,Pixi 2,2014-05-01,2014.0,3.5,4.0,2.0,2 MP,Yes,Yes with A-GPS,Full White| Bluish Black,80.0,2014  May,1300.0,0.4980544747081712
alcatel Pop D5,alcatel,Pop D5,2014-09-01,2014.0,4.5,4.0,5.0,5 MP| LED flash,Yes,Yes with A-GPS,Black/White| Platinum Silver| Ash Gray| Volcano Black,100.0,2014  August,1800.0,0.4980544747081712
alcatel Pop C2,alcatel,Pop C2,2014-07-01,2014.0,4.0,4.0,15.0,3.15 MP,Yes,Yes with A-GPS,Bluish Black| Pure White,40.0,2014  July,1300.0,0.4980544747081712
alcatel 2012,alcatel,2012,,,2.8,0.01556420233463035,15.0,3.15 MP,Yes,No,Dark Chocolate,50.0,2014,750.0,
alcatel 2010,alcatel,2010,,,2.4,0.1245136186770428,2.0,2 MP,Yes,No,Anthracite| Apple Green| Coralline Fresh| Rose Fresh| Turquoise Iron gray| Pure White,50.0,2014,750.0,0.0622568093385214
alcatel 2052,alcatel,2052,,,1.8,0.1245136186770428,,VGA,Yes,No,Black,50.0,2014,750.0,
alcatel 2040,alcatel,2040,,,2.4,0.0038910505836575876,,VGA,Yes,No,Black,30.0,2014,850.0,0.0038910505836575876
alcatel 2005,alcatel,2005,,,2.4,0.1245136186770428,2.0,2 MP,Yes,No,Anthracite| Coralline| Fresh Rose| Apple Green| OfficerTurquoise| White,20.0,2014,850.0,
alcatel POP 7S,alcatel,POP 7S,2014-06-01,2014.0,7.0,4.0,3.0,3 MP,Yes,Yes,White| Black/ color back panels,190.0,2014  January,3240.0,1.0
alcatel Pop S9,alcatel,Pop S9,2014-06-01,2014.0,5.9,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Midnight Blue| Dark Chocolate| Dark Aubergine| White/ purple| green| red| orange| yellow back panels,280.0,2014  February,3400.0,1.0
alcatel Pop S7,alcatel,Pop S7,2014-06-01,2014.0,5.0,4.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Midnight Blue| Dark Chocolate| Dark Aubergine| White/ purple| green| red| orange| yellow back panels,140.0,2014  February,3000.0,1.0
alcatel Pop S3,alcatel,Pop S3,2014-06-01,2014.0,4.0,4.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Midnight Blue| Dark  Chocolate| Dark Aubergine| White| Red|  Orange| Yellow| Green| Purple,120.0,2014  February,2000.0,1.0
alcatel Fire S,alcatel,Fire S,2014-02-01,2014.0,4.5,4.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,,2014  February,2000.0,1.0
alcatel Fire E,alcatel,Fire E,2014-09-01,2014.0,4.5,4.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Slate| Dark Chocolate| Mozilla Orange,70.0,2014  February,1700.0,0.4980544747081712
alcatel Fire C,alcatel,Fire C,2014-06-01,2014.0,3.5,4.0,,VGA,Yes,Yes with A-GPS,Mozilla Orange| White/Bluish Black| White,30.0,2014  February,1300.0,0.4980544747081712
alcatel Idol 2 S,alcatel,Idol 2 S,2014-06-01,2014.0,5.0,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Slate| Chocolate| White,280.0,2014  February,2150.0,1.0
alcatel Idol 2,alcatel,Idol 2,2014-06-01,2014.0,5.0,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Slate| Chocolate| White| Hot pink,200.0,2014  February,2000.0,1.0
alcatel Idol 2 Mini S,alcatel,Idol 2 Mini S,2014-06-01,2014.0,4.5,4.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Slate| Chocolate| White| Hot pink| Cloudy,200.0,2014  February,2000.0,1.0
alcatel Idol 2 Mini,alcatel,Idol 2 Mini,2014-06-01,2014.0,4.5,4.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Cloudy| White| Hot Pink| Slate,160.0,2014  February,1700.0,1.0
alcatel Pop Fit,alcatel,Pop Fit,2014-02-01,2014.0,2.8,4.0,2.0,2 MP| LED flash (4002X),Yes,Yes with A-GPS,Red| Hot Pink| Slate| Fresh Turquoise| Flash Yellow,90.0,2014  February,1000.0,0.4980544747081712
alcatel 2001,alcatel,2001,2013-11-01,2013.0,2.4,,2.0,2 MP,Yes,No,White| Black,60.0,2013  November,1000.0,
alcatel 2000,alcatel,2000,2013-11-01,2013.0,2.4,,,,Yes,No,White| Black,,2013  November,1000.0,
alcatel Idol X+,alcatel,Idol X+,2014-06-01,2014.0,5.0,16.0,1.0,13.1 MP| autofocus| LED flash| ,Yes with stereo speakers,Yes with A-GPS,Black| White,290.0,2014  January,2500.0,2.0
alcatel Pop C9,alcatel,Pop C9,2014-06-01,2014.0,5.5,4.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Bluish Black| Cherry Red| Full White| Hot Pink| Fresh Turquoise,140.0,2014  January,2500.0,1.0
alcatel POP 8,alcatel,POP 8,2014-06-01,2014.0,8.0,4.0,2.0,2 MP,Yes,Yes,White,,2014  January,4100.0,1.0
alcatel POP 7,alcatel,POP 7,2014-06-01,2014.0,7.0,4.0,2.0,2 MP,Yes,Yes,White,160.0,2014  January,3240.0,1.0
alcatel Fierce,alcatel,Fierce,2013-10-01,2013.0,4.5,4.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Slate| Silver,110.0,2013  September,1800.0,1.0
alcatel Evolve,alcatel,Evolve,2013-10-01,2013.0,4.0,4.0,5.0,5 MP,Yes,Yes with A-GPS,Black,70.0,2013  September,1400.0,0.4980544747081712
alcatel Pop C7,alcatel,Pop C7,2014-04-01,2014.0,5.0,4.0,5.0,5 MP (7040D)5 MP| autofocus (7041X/7041D)| LED flash (7040A| 7041X| 7041D| 7040F| 7040E),Yes,Yes with A-GPS,Black,130.0,2013  September,2000.0,1.0
alcatel Pop C5,alcatel,Pop C5,2013-12-01,2013.0,4.5,4.0,5.0,5 MP| LED flash,Yes,Yes with A-GPS,White,100.0,2013  September,1800.0,0.4980544747081712
alcatel Pop C3,alcatel,Pop C3,2014-03-01,2014.0,4.0,4.0,5.0,5 MP (4033A| 4033E) or 3.15 MP (4033X| 4033D),Yes,Yes with A-GPS,Bluish Black| Pure White| Hot Pink,80.0,2013  September,1300.0,0.4980544747081712
alcatel Pop C1,alcatel,Pop C1,2014-03-01,2014.0,3.5,4.0,2.0,2 MP,Yes,Yes with A-GPS,Green| Pink,70.0,2013  September,1300.0,0.4980544747081712
alcatel Idol Alpha,alcatel,Idol Alpha,2014-06-01,2014.0,4.7,16.0,13.0,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Slate| Soft Gold/Matte| Soft Gold/Brushed| Pink Gold/Brushed,360.0,2013  September,2000.0,1.0
alcatel Hero,alcatel,Hero,2014-01-01,2014.0,6.0,8.0,13.0,13 MP| autofocus| LED flash| ,Yes,Yes with A-GPS GLONASS,Black| White,370.0,2013  September,3400.0,2.0
alcatel Idol S,alcatel,Idol S,2013-12-01,2013.0,4.7,4.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Slate| Fresh Rose| Cherry Red,160.0,2013  August,2000.0,1.0
alcatel Idol Mini,alcatel,Idol Mini,2013-12-01,2013.0,4.3,4.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Cranberry Pink| Silver| Slate,130.0,2013  August,1700.0,8.0
alcatel One Touch Snap LTE,alcatel,One Touch Snap LTE,2013-07-01,2013.0,4.65,4.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Bluish Black| Cloudy| Metallic Red| White,,2013  February,2200.0,1.0
alcatel One Touch Pixi,alcatel,One Touch Pixi,2013-08-01,2013.0,3.5,0.4980544747081712,2.0,2 MP,Yes,No,White| Night Sky,50.0,2013  August,1300.0,0.2490272373540856
alcatel One Touch Snap,alcatel,One Touch Snap,2013-06-01,2013.0,4.5,4.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Silver| Cloudy| White,,2013  February,1800.0,1.0
alcatel Idol X,alcatel,Idol X,2013-07-01,2013.0,5.0,16.0,1.0,13.1 MP| autofocus| LED flash,Yes,Yes with A-GPS,Blue| Black| Red| Yellow,370.0,2013  February,2000.0,2.0
alcatel One Touch Fire,alcatel,One Touch Fire,2013-07-01,2013.0,3.5,0.1556420233463035,15.0,3.15 MP,Yes,Yes with A-GPS,Mozilla Orange| Apple Green| Pure White,120.0,2013  February,1400.0,0.4980544747081712
alcatel One Touch Star,alcatel,One Touch Star,2013-03-01,2013.0,4.0,4.0,5.0,5 MP| autofocus| LED flash,Yes,Yes,Black| White| Pink,220.0,2013  February,1500.0,0.4980544747081712
alcatel One Touch Scribe Easy,alcatel,One Touch Scribe Easy,2013-05-01,2013.0,5.0,4.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Flash Red| Flash Yellow| Black and Flash Blue,170.0,2013  February,2500.0,0.4980544747081712
alcatel One Touch Idol Ultra,alcatel,One Touch Idol Ultra,2013-04-01,2013.0,4.65,16.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| Red| Yellow| Green| Turquoise,270.0,2013  January,1800.0,1.0
alcatel One Touch Idol,alcatel,One Touch Idol,2013-05-01,2013.0,4.66,4.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Silver| Slate| Pink| Red| Yellow,230.0,2013  January,1800.0,1.0
alcatel One Touch T'Pop,alcatel,One Touch T'Pop,2013-02-01,2013.0,3.5,0.4980544747081712,2.0,2 MP (EU) or 3.2 MP (Americas),Yes,Yes with A-GPS,Bluish Black| Pure White| Flash Red| Hot Pink| Turquoise| Apple Green| Tangerine,100.0,2013  January,1400.0,0.2490272373540856
alcatel One Touch S'Pop,alcatel,One Touch S'Pop,2013-02-01,2013.0,3.5,4.0,15.0,3.15 MP,Yes,Yes with A-GPS,,100.0,2013  January,1400.0,0.4980544747081712
alcatel One Touch M'Pop,alcatel,One Touch M'Pop,2013-05-01,2013.0,4.0,4.0,5.0,5 MP| autofocus (only OT-5020W model),Yes,Yes with A-GPS,Black| Aubergine| Cherry Red| Ocean Blue| Slate| Hot Pink| Tangerine| Turquoise| Apple Green| Pure White,140.0,2013  January,1400.0,1.0
alcatel One Touch X'Pop,alcatel,One Touch X'Pop,2013-05-01,2013.0,4.5,4.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| Aubergine| Cherry Red| Ocean Blue| Slate| Hot Pink| Tangerine| Turquoise| Apple Green| Pure White,150.0,2013  January,1800.0,0.4980544747081712
alcatel One Touch Scribe HD-LTE,alcatel,One Touch Scribe HD-LTE,2013-10-01,2013.0,5.0,4.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Reddish Black,350.0,2013  January,2500.0,1.0
alcatel One Touch Scribe X,alcatel,One Touch Scribe X,2013-03-01,2013.0,5.0,4.0,12.0,12 MP| autofocus| LED flash,Yes,Yes with A-GPS,White Devil| Black Devil| Twilight Blue| Carpet| Anodized Bluish Black| Anodized Cranberry Pink| White Carbon| Black Carbon,620.0,2013  January,2500.0,1.0
alcatel One Touch Scribe HD,alcatel,One Touch Scribe HD,2013-10-01,2013.0,5.0,4.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Pure White| Black| Flash Red| Flash Yellow,220.0,2013  January,2500.0,1.0
alcatel View,alcatel,View,,,4.0,4.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,White| Black| Pink| Orange,,,1500.0,0.4980544747081712
alcatel OT-983,alcatel,OT-983,2012-11-01,2012.0,3.5,0.4980544747081712,15.0,3.15 MP,Yes,Yes with A-GPS,Black| Cherry red,50.0,2012  November,1300.0,0.4980544747081712
alcatel OT-997D,alcatel,OT-997D,2012-09-01,2012.0,4.3,4.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,280.0,2012  July,1800.0,1.0
alcatel OT-997,alcatel,OT-997,2012-09-01,2012.0,4.3,4.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Ardesia| White| Dark Red| Orange,250.0,2012  August,1800.0,1.0
alcatel OT-992D,alcatel,OT-992D,,,4.0,4.0,5.0,5 MP| LED flash,Yes,Yes with A-GPS,Black| White| Red| Gold,,2012,1500.0,0.4980544747081712
alcatel OT-978,alcatel,OT-978,,,4.0,0.4980544747081712,15.0,3.15 MP,Yes,Yes with A-GPS,Black,210.0,2012,,
alcatel OT-988 Shockwave,alcatel,OT-988 Shockwave,2012-10-01,2012.0,3.5,1.0,15.0,3.15 MP,Yes,Yes with A-GPS,Black,380.0,2012  October,1400.0,0.4980544747081712
alcatel OT-993,alcatel,OT-993,2012-08-01,2012.0,4.0,3.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White| Aubergine,150.0,2012  August,1500.0,
alcatel OT-903,alcatel,OT-903,2012-08-01,2012.0,2.8,0.14591439688715954,2.0,2 MP,Yes,Yes with A-GPS,Black| Pure White| Fuschia| Cherry Red,50.0,2012  August,1300.0,
alcatel OT-838,alcatel,OT-838,2012-06-01,2012.0,2.4,0.0019455252918287938,2.0,2 MP,Yes,No,Black| Ocean Blue| Red| Lavender,60.0,2012  April,1000.0,
alcatel OT-668,alcatel,OT-668,2012-08-01,2012.0,1.77,0.0019455252918287938,2.0,2 MP,Yes,No,Black| Cherry Red| Aubergine,50.0,Exp. announcement 2012  August,650.0,
alcatel OT-605,alcatel,OT-605,2012-08-01,2012.0,2.4,,,VGA,Yes,No,Cherry Red| Raven,,2012  August,850.0,
alcatel OT-986,alcatel,OT-986,2012-08-01,2012.0,4.5,8.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,250.0,2012  May,1800.0,1.0
alcatel OT-991,alcatel,OT-991,2012-09-01,2012.0,4.0,0.14591439688715954,15.0,3.15 MP| LED flash,Yes,Yes with A-GPS,Black| White,130.0,2012  February,1500.0,
alcatel OT-916,alcatel,OT-916,2012-04-01,2012.0,2.6,0.14591439688715954,15.0,3.15 MP| LED flash,Yes,Yes with A-GPS,Black| White,120.0,2012  April,1500.0,
alcatel OT-720,alcatel,OT-720,2012-04-01,2012.0,2.8,0.0019455252918287938,2.0,2 MP,Yes,No,Black| Pure white| Lilac,60.0,2012  April,1000.0,
alcatel OT-902,alcatel,OT-902,2012-06-01,2012.0,2.4,0.048638132295719845,15.0,3.15 MP,Yes,No,White| Black| Cherry red,50.0,2012  June,1000.0,
alcatel OT-819 Soul,alcatel,OT-819 Soul,,,2.4,,2.0,2 MP,Yes,No,Black| White,,2012,,
alcatel OT-870,alcatel,OT-870,2012-03-01,2012.0,2.0,0.048638132295719845,2.0,2 MP,Yes,A-GPS only (OT-871S model),Black| Cherry red| Pure white,,2012  March,850.0,
alcatel OT-595,alcatel,OT-595,2012-04-01,2012.0,2.0,0.0019455252918287938,2.0,2 MP,Yes,No,Cherry Red| Fuchsia| Turquoise| Silver,,2012  April,850.0,
alcatel OT-358,alcatel,OT-358,2012-09-01,2012.0,2.0,0.007782101167315175,,VGA,Yes,No,Black| White| Cherry Red,20.0,2012  April,650.0,
alcatel OT-310,alcatel,OT-310,2012-02-01,2012.0,1.8,0.0038910505836575876,,,Yes,No,Cherry Red| Silver| Fuchsia,,2012  February,500.0,
alcatel OT-318D,alcatel,OT-318D,2012-01-01,2012.0,1.8,0.0019455252918287938,,VGA,Yes,No,White| Deep Red| Black,,2012  January,650.0,
alcatel OT-317D,alcatel,OT-317D,2012-03-01,2012.0,1.8,0.0019455252918287938,,VGA,Yes,No,White| Deep Red| Black,,2012  March,650.0,
alcatel OT-308,alcatel,OT-308,2012-02-01,2012.0,1.5,0.0009727626459143969,,VGA,Yes,No,White| Deep Red| Black,30.0,2012  February,500.0,
alcatel OT-282,alcatel,OT-282,2011-12-01,2011.0,1.8,,,,Yes,No,White| Seal Brown| Abyss,60.0,2011  December,1000.0,
alcatel OT-292,alcatel,OT-292,2012-02-01,2012.0,1.8,,,,Yes,No,Black| Pure White| Cherry Red| Silver| Violet,,2012  February,500.0,
alcatel OT-228,alcatel,OT-228,2012-01-01,2012.0,1.45,,,,Yes,No,Titanium Grey| Cherry  Red| Acid Green,20.0,2012  January,500.0,
alcatel OT-915,alcatel,OT-915,2012-06-01,2012.0,2.8,,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,,2012  February,,
alcatel OT-985,alcatel,OT-985,2012-04-01,2012.0,3.5,0.4980544747081712,15.0,3.15 MP| LED flash,Yes,Yes with A-GPS,Black| White| Cherry red,110.0,2012  March,1300.0,0.2490272373540856
alcatel OT-810D,alcatel,OT-810D,,,2.4,0.06809338521400778,2.0,2 MP,Yes,No,Mystery pink| Light chrome,60.0,2011,850.0,
alcatel OT-810,alcatel,OT-810,2011-10-01,2011.0,2.4,0.048638132295719845,2.0,2 MP,Yes,No,Mystery pink| Light chrome,,2011  October,850.0,
alcatel OT-906,alcatel,OT-906,2011-07-01,2011.0,2.8,0.19455252918287938,2.0,2 MP,Yes,Yes with A-GPS,Black| White| Pink,,2011  July,1150.0,
alcatel OT-995,alcatel,OT-995,2012-02-01,2012.0,4.3,2.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| Spicy Red| Fuchsia| Pure White| Black White,220.0,2012  February,1500.0,0.4980544747081712
alcatel OT-990,alcatel,OT-990,2011-08-01,2011.0,3.5,0.14591439688715954,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Bluish black| Auberguine| Spicy red,110.0,2011  February,1300.0,
alcatel OT-910,alcatel,OT-910,2011-11-01,2011.0,2.8,0.14591439688715954,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Steel Grey| Mystery pink| Bluish black,,2011,1300.0,
alcatel OT-908F,alcatel,OT-908F,,,2.8,,2.0,2 MP,Yes,Yes with A-GPS,Black,,2011,,
alcatel OT-908,alcatel,OT-908,2011-06-01,2011.0,2.8,0.14591439688715954,2.0,2 MP,Yes,Yes with A-GPS,Mystery pink| Bluish black| Spicy red,80.0,2011  February,1300.0,
alcatel OT-905,alcatel,OT-905,2011-05-01,2011.0,2.8,0.048638132295719845,2.0,2 MP,Yes,No,Black| Aubergine| Cyber blue,,2011  February,850.0,
alcatel OT-900,alcatel,OT-900,2011-03-01,2011.0,2.4,0.048638132295719845,2.0,2 MP,Yes,No,White| Cyber blue| Cashmere Grey| Fuchsia,,2011  February,1000.0,
alcatel OT-891 Soul,alcatel,OT-891 Soul,2011-09-01,2011.0,2.8,0.14591439688715954,2.0,2 MP,Yes,Yes with A-GPS,Black,,2011  February. Released 2011  Q3,1000.0,
alcatel OT-918,alcatel,OT-918,2011-11-01,2011.0,3.2,0.4980544747081712,15.0,3.15 MP,Yes,Yes with A-GPS,Black| Aubergine| Cherry Red| Pure White,100.0,2011  November,1300.0,0.2490272373540856
alcatel OT-918D,alcatel,OT-918D,2011-12-01,2011.0,3.2,0.4980544747081712,15.0,3.15 MP,Yes,Yes with A-GPS,Black,130.0,2011  Q3,1300.0,0.2490272373540856
alcatel OT-890D,alcatel,OT-890D,2011-06-01,2011.0,2.8,0.14591439688715954,2.0,2 MP,Yes,Yes with A-GPS,Purple| Orange| Gray,,2011  May,1000.0,
alcatel OT-890,alcatel,OT-890,2011-05-01,2011.0,2.8,0.14591439688715954,2.0,2 MP,Yes,Yes with A-GPS,Steel Grey| Fuchsia| Electric orange,80.0,2011  February,1000.0,
alcatel OT-888,alcatel,OT-888,2011-06-01,2011.0,3.2,0.048638132295719845,2.0,2 MP,Yes,No,Bluish black| Aubergine| Acid green| Orange,,2011  Q2,850.0,
alcatel OT-818,alcatel,OT-818,2011-06-01,2011.0,3.2,0.048638132295719845,2.0,2 MP,Yes,No,Steel Grey| Cyber blue| Mystery pink,,2011  Q1,1000.0,
alcatel OT-813F,alcatel,OT-813F,,,2.4,0.048638132295719845,2.0,2 MP,Yes,No,Black| White,,2011,,
alcatel OT-813D,alcatel,OT-813D,2011-06-01,2011.0,2.4,0.048638132295719845,2.0,2 MP,Yes,No,Black| Purple| Orange| Blue| Gray,,2011  May,1000.0,
alcatel OT-807,alcatel,OT-807,2011-09-01,2011.0,2.8,0.058365758754863814,2.0,2 MP,Yes,No,Cherry red| Drak chrome| Orange,,2011  February. Released 2011  Q3,850.0,
alcatel OT-803,alcatel,OT-803,2011-09-01,2011.0,2.4,0.048638132295719845,2.0,2 MP,Yes,No,Steel Grey| Black| Spicy red| Cyber blue| Fuchsia,,2011  February,1000.0,
alcatel OT-799 Play,alcatel,OT-799 Play,2011-09-01,2011.0,2.4,0.06809338521400778,2.0,2 MP,Yes,No,Black/red| Cherry/red,,2011  February,850.0,
alcatel OT-690,alcatel,OT-690,2011-06-01,2011.0,2.0,,2.0,2 MP,Yes,No,Black,,2011,850.0,
alcatel OT-665,alcatel,OT-665,2011-09-01,2011.0,1.77,0.0019455252918287938,2.0,2 MP,Yes,No,White| Red| Dark blue,,2011  February,650.0,
alcatel OT-602,alcatel,OT-602,2011-07-01,2011.0,2.4,0.0029182879377431907,2.0,2 MP,Yes,No,Titanium gray| Fuchsia| Cyber blue| Orange| Aubergine| Black,50.0,2011  July,850.0,
alcatel OT-585,alcatel,OT-585,2011-07-01,2011.0,2.0,0.0019455252918287938,2.0,2 MP,Yes,No,Steel Grey| Mystery pink| Orange| Bluish black,,2011  July,850.0,
alcatel OT-506,alcatel,OT-506,2011-09-01,2011.0,1.77,0.0019455252918287938,2.0,2 MP,Yes,No,Black| Spicy red,,2011  February,650.0,
alcatel OT-385,alcatel,OT-385,2011-09-01,2011.0,2.0,0.0038910505836575876,,VGA,Yes,No,Siver| Cherry red| Cyber blue,,2011  August,850.0,
alcatel OT-361,alcatel,OT-361,2011-09-01,2011.0,1.77,0.007782101167315175,,VGA,Yes,No,Cashmare gray| Cyber blue| Spicy red| Glossy black,,2011  February,650.0,
alcatel OT-355,alcatel,OT-355,2011-03-01,2011.0,1.8,0.006809338521400778,,VGA,Yes,No,Siver| Cherry red| Cyber blue,,2011  February,650.0,
alcatel OT-330,alcatel,OT-330,2011-06-01,2011.0,1.8,,,,Yes,No,Silver| Spicy red,,2011,850.0,
alcatel OT-306,alcatel,OT-306,2011-09-01,2011.0,1.45,0.0019455252918287938,,VGA,Yes,No,Black| Cherry red| Pure white,,2011  February,500.0,
alcatel OT-223,alcatel,OT-223,,,1.45,,,,Yes,No,Cashmere gray| Orange| Turquoise,,2010. Released 2010,500.0,
alcatel OT-217,alcatel,OT-217,2011-08-01,2011.0,1.45,,,,Yes,No,Black| Red,30.0,2011  August,500.0,
alcatel OT-213,alcatel,OT-213,2011-09-01,2011.0,1.45,,,,Yes,No,Black| Red,,2011  February,500.0,
alcatel OT-209,alcatel,OT-209,2011-07-01,2011.0,1.45,,,,Yes,No,Dark Grey| Deep Red,,2011  February,500.0,
alcatel OT-117,alcatel,OT-117,2011-08-01,2011.0,1.32,,,,Yes,No,Black| Deep Red| Blue,,2011  August,500.0,
