id,brand,model,date,year,display_size_inches,internal_memory_in_gb,primary_camera_mega_pixel,primary_camera,loud_speaker,gps,colors,approx_price_eur,battery_mah,ram_in_gb,weight,weight_g,weight_oz
Icemobile Apollo,Icemobile,Apollo,2012-10-01,2012.0,2.6,,2.0,,Yes,No,"White, Black, Pink, Blue, Green, Red",,1200.0,,-,,
Icemobile Sol II,Icemobile,Sol II,2012-08-01,2012.0,2.8,,3.0,,Yes,No,"Black, Red, Pink, White, Blue",,1000.0,,65 g (2.29 oz),65.0,2.29
Icemobile Diamond Dust,Icemobile,Diamond Dust,2012-08-01,2012.0,2.2,,,,Yes,No,"White, Black, Pink, Blue, Violet",,950.0,,-,,
Icemobile Blizzard,Icemobile,Blizzard,2012-05-01,2012.0,2.0,,,,Yes,No,"Black, Silver, Red, Blue, Pink",,1000.0,,-,,
Icemobile Rock Lite,Icemobile,Rock Lite,2012-05-01,2012.0,1.8,,,,Yes,No,"Black, Red, White, Red, Silver",,700.0,,51 g without battery (1.80 oz),51.0,1.8
Icemobile Cenior,Icemobile,Cenior,2012-05-01,2012.0,1.8,,,,Yes,No,"Black, Brown, Red",,1200.0,,-,,
Icemobile Acqua,Icemobile,Acqua,2012-09-01,2012.0,1.77,,3.0,,Yes,No,"Black, Orange, Green",,3600.0,,168 g (5.93 oz),168.0,5.93
Icemobile Prime,Icemobile,Prime,2012-01-01,2012.0,5.2,,5.0,LED flash,No,"Yes, with A-GPS","Black, White",,2200.0,,-,,
Icemobile Rock Mini,Icemobile,Rock Mini,2012-03-01,2012.0,1.8,,3.0,,Yes,No,"Black, White, Red, Silver",,700.0,,46 g without battery (1.62 oz),46.0,1.62
Icemobile Twilight II,Icemobile,Twilight II,2012-01-01,2012.0,2.4,,2.0,,No,No,"Black, Red, White",,700.0,,100 g (3.53 oz),100.0,3.53
Icemobile Fuego,Icemobile,Fuego,2012-01-01,2012.0,2.0,,3.0,,Yes,No,"Black, Red, White",,950.0,,90 g (3.17 oz),90.0,3.17
Icemobile Hurricane II,Icemobile,Hurricane II,2011-12-01,2011.0,2.2,,,,Yes,No,"Black, White, Gold, Blue",,1050.0,,90 g (3.17 oz),90.0,3.17
Icemobile Sol,Icemobile,Sol,2012-03-01,2012.0,2.4,,,,Yes,No,"Red, Pink, White, Blue",,850.0,,59 g (2.08 oz),59.0,2.08
Icemobile Twister,Icemobile,Twister,2012-03-01,2012.0,2.4,,2.0,,Yes,No,"Black, Blue, White, Pink",,1000.0,,90 g (3.17 oz),90.0,3.17
Icemobile Wave,Icemobile,Wave,2011-10-01,2011.0,2.2,,,,Yes,No,"Black/Red, Blue/White, Black/Silver, Black",,800.0,,86 g (3.03 oz),86.0,3.03
Icemobile Tornado II,Icemobile,Tornado II,2011-10-01,2011.0,2.2,,,,Yes,No,"Black, Red, Orange, Blue, Silver",,1050.0,,101 g (3.56 oz),101.0,3.56
Icemobile Storm,Icemobile,Storm,2011-09-01,2011.0,2.0,,,LED flash,Yes,No,"Purple, Black, Red, Rose, Coffee, Blue, Yellow",,1000.0,,-,,
Icemobile Clima II,Icemobile,Clima II,2011-12-01,2011.0,2.4,,2.0,,Yes,No,"Black, Blue, White",70.0,1000.0,,106 g (3.74 oz),106.0,3.74
Icemobile Flurry II,Icemobile,Flurry II,2011-09-01,2011.0,2.0,,,,Yes,No,"Black, Red, Blue, Pink, White",,800.0,,-,,
Icemobile Shine,Icemobile,Shine,2011-07-01,2011.0,3.2,,2.0,,Yes,"Yes, with A-GPS","White, Black, Red",,,,126 g (4.44 oz),126.0,4.44
Icemobile Crystal,Icemobile,Crystal,2011-06-01,2011.0,3.5,,3.0,LED flash,Yes,"Yes, with A-GPS","Black, White",,1050.0,,-,,
Icemobile Comet II,Icemobile,Comet II,2011-06-01,2011.0,2.2,,,,Yes,No,"Black, Pink, Brown",,1050.0,,90 g (3.17 oz),90.0,3.17
Icemobile Viento II,Icemobile,Viento II,2011-06-01,2011.0,2.0,,,,Yes,No,"Purple, Black, Red",,800.0,,-,,
Icemobile Rock,Icemobile,Rock,2011-07-01,2011.0,1.77,,,,Yes,No,"Purple, Blue, Black, Red, Yellow",,800.0,,-,,
Icemobile Tropical,Icemobile,Tropical,2011-05-01,2011.0,1.8,,,,Yes,No,"Black/Red, White/Black, Pink/Black",,800.0,,81 g (2.86 oz),81.0,2.86
Icemobile Tropical II,Icemobile,Tropical II,2011-05-01,2011.0,1.8,,,,Yes,No,"Purple, Black, Red",,800.0,,-,,
Icemobile Rainbow II,Icemobile,Rainbow II,2011-04-01,2011.0,1.8,,3.0,,Yes,No,"Black, Blue, Red, Purple, Yellow",,,,78 g (2.75 oz),78.0,2.75
Icemobile Rainbow,Icemobile,Rainbow,2011-01-01,2011.0,1.8,,3.0,,Yes,No,"Black, Blue, Red, Pink, White",,580.0,,80 g (2.82 oz),80.0,2.82
Icemobile Twilight,Icemobile,Twilight,2010-10-01,2010.0,1.8,,3.0,,No,No,"Black, White, Red",,650.0,,103 g (3.63 oz),103.0,3.63
Infinix Hot 7,Infinix,Hot 7,2019-01-01,2019.0,6.2,,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Sandstone Black, Sapphire Blue, Blush Gold, Bordeaux Red",,4000.0,,166 g (5.86 oz),166.0,5.86
Infinix Zero 6 Pro,Infinix,Zero 6 Pro,2019-03-01,2019.0,6.18,,12.0,"Quad-LED dual-tone flash, HDR, panorama",Yes,"Yes, with A-GPS",Sapphire Cyan,,3650.0,,178 g (6.28 oz),178.0,6.28
Infinix Zero 6,Infinix,Zero 6,2019-03-01,2019.0,6.18,,12.0,"Quad-LED dual-tone flash, HDR, panorama",Yes,"Yes, with A-GPS","Black, Gold",,3650.0,,178 g (6.28 oz),178.0,6.28
Infinix Smart 2 HD,Infinix,Smart 2 HD,2018-10-01,2018.0,6.0,,8.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Sandstone Black, Bordeaux Red, Serene Gold",,3500.0,,165 g (5.82 oz),165.0,5.82
Infinix Hot 6X,Infinix,Hot 6X,2018-01-01,2018.0,6.2,,13.0,"Dual-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Midnight Black, Champagne Gold, Kent Blue, Bordeaux Red",,4000.0,,-,,
Infinix Note 5 Stylus,Infinix,Note 5 Stylus,2018-01-01,2018.0,6.0,,16.0,"Dual-LED dual-tone flash, panorama, HDR",Yes,"Yes, with A-GPS","Bordeaux Red, Charcoal Blue, Champagne Gold",,4000.0,,-,,
Infinix S3X,Infinix,S3X,2018-01-01,2018.0,6.2,,13.0,"Dual-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Ice Blue, Sandstone Black, Tradewinds Grey",,4000.0,,-,,
Infinix Hot 6,Infinix,Hot 6,2018-01-01,2018.0,6.0,,13.0,"Dual-LED flash, panorama, HDR","Yes, with dual speakers","Yes, with A-GPS","Bordeaux Red, Magic Gold, Sandstone Black, City Blue",,4000.0,,-,,
Infinix Note 5,Infinix,Note 5,2018-01-01,2018.0,6.0,,12.0,"Dual-LED dual-tone flash, panorama, HDR",Yes,"Yes, with A-GPS","Berlin Gray, Ice Blue, Milan Black",,4500.0,,173 g (6.10 oz),173.0,6.1
Infinix Smart 2 Pro,Infinix,Smart 2 Pro,2018-01-01,2018.0,5.5,,13.0,"Dual-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Sandstone Black, Bordeaux Red, Serene Gold",,3050.0,,-,,
Infinix Smart 2,Infinix,Smart 2,2018-01-01,2018.0,5.5,,13.0,"Dual-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Sandstone Black, Bordeaux Red, Serene Gold, City Blue",,3050.0,,-,,
Infinix Hot 6 Pro,Infinix,Hot 6 Pro,2018-01-01,2018.0,6.0,,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Bordeaux Red, Magic Gold, Sandstone Black, Blue",,4000.0,,158 g (5.57 oz),158.0,5.57
Infinix Hot S3,Infinix,Hot S3,2018-01-01,2018.0,5.7,,13.0,"Dual-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Blush Gold, Sandstone Black, Topaz Blue, Bordeaux Red, Brush Gold",,4000.0,,-,,
Infinix Zero 5 Pro,Infinix,Zero 5 Pro,2018-01-01,2018.0,5.98,,12.0,"Dual-LED flash, panorama, HDR",Yes,"Yes, with A-GPS",Bronze Gold Black,,4350.0,,197 g (6.95 oz),197.0,6.95
Infinix Zero 5,Infinix,Zero 5,2018-01-01,2018.0,5.98,,12.0,"Dual-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Sandstone Black, Champange Gold, Bordeaux Red",,4350.0,,197 g (6.95 oz),197.0,6.95
Infinix Hot 5 Lite,Infinix,Hot 5 Lite,2017-01-01,2017.0,5.5,,8.0,"LED flash, panorama, HDR","Yes, with stereo speakers","Yes, with A-GPS","Gold, Black, White, Lemon, Red",,4000.0,,168 g (5.93 oz),168.0,5.93
Infinix Hot 5,Infinix,Hot 5,2017-01-01,2017.0,5.5,,8.0,"LED flash, panorama, HDR","Yes, with stereo speakers","Yes, with A-GPS","Gold, Black, White, Lemon, Red",,4000.0,,168 g (5.93 oz),168.0,5.93
Infinix Note 4 Pro,Infinix,Note 4 Pro,2017-07-01,2017.0,5.7,,13.0,"Dual-LED dual-tone flash, panorama, HDR",Yes,"Yes, with A-GPS","Champagne Gold, Sandstone Black, Prussian Blue, Lilac Gray",,4500.0,,200 g (7.05 oz),200.0,7.05
Infinix Note 4,Infinix,Note 4,2018-01-01,2018.0,5.7,,13.0,"Dual-LED dual-tone flash, panorama, HDR",Yes,"Yes, with A-GPS","Champagne Gold, Milan Black, Ice Blue",,4300.0,,198 g (6.98 oz),198.0,6.98
Infinix Smart,Infinix,Smart,2017-01-01,2017.0,5.0,,8.0,"LED flash, panorama, HDR","Yes, with stereo speakers","Yes, with A-GPS","Champagne gold, Sandstone Black, Bordeaux red, Mysterious blue, Apple Green",,3060.0,,145 g (5.11 oz),145.0,5.11
Infinix Zero 4 Plus,Infinix,Zero 4 Plus,2017-03-01,2017.0,5.98,,21.0,"Dual-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Lilac grey, Champagne, Galaxy Blue, Silver purple",,4000.0,,203 g (7.16 oz),203.0,7.16
Infinix Zero 4,Infinix,Zero 4,2017-03-01,2017.0,5.5,,16.0,"Dual-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Anthracite Grey, Champagne Gold, Barbie Pink, Filber Brown",,3200.0,,167.5 g (5.93 oz),167.5,5.93
Infinix S2 Pro,Infinix,S2 Pro,2017-01-01,2017.0,5.2,,13.0,"Dual-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Midnight Black, Orchid Gray, Coral Blue, Arctic Silver, Maple Gold",,3000.0,,147 g (5.19 oz),147.0,5.19
Infinix Hot 4 Pro,Infinix,Hot 4 Pro,2016-08-01,2016.0,5.5,,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Anthracite Gray, Champagn Gold, Glossy Silver, Mysterious Blue",,4000.0,,175 g (6.17 oz),175.0,6.17
Infinix Hot 4,Infinix,Hot 4,2016-07-01,2016.0,5.5,,8.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Luxurious Gold, Sandstone Black, Scarlet Red, Turquoise Dream, Sapphire Blue",,4000.0,,175 g (6.17 oz),175.0,6.17
Infinix Note 3 Pro,Infinix,Note 3 Pro,2016-07-01,2016.0,6.0,,13.0,"Dual-LED flash, panorama",Yes,"Yes, with A-GPS","Palm gold, Crystal gray, Champagne Gold, Glossy silver",,4500.0,,199 g (7.02 oz),199.0,7.02
Infinix Note 3,Infinix,Note 3,2016-07-01,2016.0,6.0,,13.0,"Dual-LED flash, panorama,",Yes,"Yes, with A-GPS","Palm gold, Crystal gray, Champagne Gold, Glossy silver",,4500.0,,199 g (7.02 oz),199.0,7.02
Infinix Hot S,Infinix,Hot S,2016-06-01,2016.0,5.2,,13.0,LED flash,Yes,"Yes, with A-GPS","Pink, Gold, Blue, Gray, Black",,3000.0,,140 g (4.94 oz),140.0,4.94
Innostream INNO P10,Innostream,INNO P10,2005-06-01,2005.0,,,3.0,LED flash,"Yes, with stereo speakers",No,"Black, Silver, Red",,830.0,,94 g (3.32 oz),94.0,3.32
Innostream INNO A10,Innostream,INNO A10,2004-12-01,2004.0,,,3.0,LED flash,Yes,No,"Silver, Blue",,,,86 g (3.03 oz),86.0,3.03
Innostream INNO 50,Innostream,INNO 50,2004-01-01,2004.0,,,3.0,LED flash,"Yes, with stereo speakers",No,Silver,,,,90 g (3.17 oz),90.0,3.17
Innostream INNO 36,Innostream,INNO 36,2005-06-01,2005.0,,,,,No,No,"Silver, Red",,,,76 g (2.68 oz),76.0,2.68
Innostream INNO 90,Innostream,INNO 90,2004-01-01,2004.0,,,,,Yes,No,"Pearl White, Silver",,680.0,,88 g (3.10 oz),88.0,3.1
Innostream INNO 89,Innostream,INNO 89,2004-01-01,2004.0,,,,,No,No,"silver, white, blue",,720.0,,98 g (3.46 oz),98.0,3.46
Innostream INNO 80,Innostream,INNO 80,2004-01-01,2004.0,,,,,Yes,No,"Black, White, Silver",,720.0,,97 g (3.42 oz),97.0,3.42
iNQ Cloud Touch,iNQ,Cloud Touch,2011-04-01,2011.0,3.5,,5.0,,Yes,"Yes, with A-GPS","Black, White, Red",380.0,1300.0,,122 g (4.30 oz),122.0,4.3
iNQ Cloud Q,iNQ,Cloud Q,2011-02-01,2011.0,2.6,,5.0,,Yes,"Yes, with A-GPS","Black, White, Red",,1300.0,,-,,
iNQ Chat 3G,iNQ,Chat 3G,2009-12-01,2009.0,,,15.0,,Yes,Yes,"Black, Red",110.0,1150.0,,122 g (4.30 oz),122.0,4.3
iNQ Mini 3G,iNQ,Mini 3G,2009-09-01,2009.0,2.2,,2.0,,Yes,No,"Black, Red",,1150.0,,90 g (3.17 oz),90.0,3.17
iNQ iNQ1,iNQ,iNQ1,2009-05-01,2009.0,2.2,,15.0,,Yes,No,Gray,,1150.0,,110 g (3.88 oz),110.0,3.88
Intex Aqua Craze,Intex,Aqua Craze,2016-01-01,2016.0,5.0,,8.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Gray, White, Gold",,2500.0,,165 g (5.82 oz),165.0,5.82
Intex Aqua GenX,Intex,Aqua GenX,2015-08-01,2015.0,5.5,,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS",White,,2850.0,,175 g (6.17 oz),175.0,6.17
Intex Aqua Ace,Intex,Aqua Ace,2015-10-01,2015.0,5.0,,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Black, White",,2300.0,,121.5 g (4.30 oz),121.5,4.3
Intex Aqua Trend,Intex,Aqua Trend,2015-09-01,2015.0,5.0,,13.0,"LED flash, panorama",Yes,"Yes, with A-GPS","Champagne, silver, gray, black",,3000.0,,158.5 g (5.61 oz),158.5,5.61
Intex IRist Smartwatch,Intex,IRist Smartwatch,2015-08-01,2015.0,1.56,,5.0,,Yes,Yes,"Orange, pink, black",160.0,600.0,,83 g (3.03 oz),83.0,3.03
Intex Aqua 4G+,Intex,Aqua 4G+,2015-06-01,2015.0,5.0,,13.0,"LED flash, panorama",Yes,"Yes, with A-GPS","White, Black",,2300.0,,136.5 g (4.83 oz),136.5,4.83
Intex Aqua Xtreme II,Intex,Aqua Xtreme II,2015-06-01,2015.0,5.0,,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","White, Black, Champagne, Silver",,2000.0,,132 g (4.66 oz),132.0,4.66
Intex Aqua Y2 Remote,Intex,Aqua Y2 Remote,2015-02-01,2015.0,4.0,,5.0,"LED flash, panorama",Yes,"Yes, with A-GPS","Blue, White, Gray",,1500.0,,110 g (3.88 oz),110.0,3.88
Intex Aqua Xtreme,Intex,Aqua Xtreme,2014-12-01,2014.0,5.0,,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Black, Gray, Red",,2000.0,,119.5 g (4.23 oz),119.5,4.23
Intex Aqua Star L,Intex,Aqua Star L,2015-01-01,2015.0,5.0,,8.0,"LED flash, panorama",Yes,"Yes, with A-GPS","White, black",,2000.0,,130 g (4.59 oz),130.0,4.59
Intex Aqua Star 2,Intex,Aqua Star 2,2015-02-01,2015.0,5.0,,8.0,"LED flash, panorama",Yes,"Yes, with A-GPS","White, black, blue, gray",,2000.0,,122 g (4.30 oz),122.0,4.3
Intex Aqua Speed,Intex,Aqua Speed,2015-02-01,2015.0,4.5,,8.0,"LED flash, panorama",Yes,"Yes, with A-GPS","White, black, gray, coffee",,1700.0,,120 g (4.23 oz),120.0,4.23
Intex Aqua Power,Intex,Aqua Power,2014-11-01,2014.0,5.0,,8.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","White, black, blue, gray",,4000.0,,160 g (5.64 oz),160.0,5.64
Intex Aqua Power +,Intex,Aqua Power +,2015-04-01,2015.0,5.0,,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Black/champagne, White/champagne, Champagne, Black/silver",,4000.0,,156 g (5.50 oz),156.0,5.5
Intex Aqua 4.5E,Intex,Aqua 4.5E,2014-12-01,2014.0,4.5,,5.0,LED flash,Yes,"Yes, with A-GPS","Black, Grey/Black, Black/Blue, White/Champagne",,1600.0,,137 g (4.83 oz),137.0,4.83
Jolla Jolla C,Jolla,Jolla C,2016-05-01,2016.0,5.0,,8.0,LED flash,Yes,"Yes, with A-GPS, GLONASS",Black/Red,170.0,2500.0,,150 g (5.29 oz),150.0,5.29
Jolla Jolla,Jolla,Jolla,2013-11-01,2013.0,4.5,,8.0,LED flash,Yes,"Yes, with A-GPS, GLONASS","Black, Orange, Green, White",180.0,2100.0,,141 g (4.97 oz),141.0,4.97
Karbonn Titanium Mach Two S360,Karbonn,Titanium Mach Two S360,2015-03-01,2015.0,5.0,,8.0,"LED flash, HDR",Yes,"Yes, with A-GPS",Deep Blue,140.0,1900.0,,112 g (3.95 oz),112.0,3.95
Karbonn Titanium Wind W4,Karbonn,Titanium Wind W4,2014-09-01,2014.0,4.0,,5.0,LED flash,Yes,"Yes, with A-GPS","Black,White, Red",,1950.0,,-,,
Karbonn Titanium S99,Karbonn,Titanium S99,2014-06-01,2014.0,4.0,,5.0,LED flash,Yes,"Yes, with A-GPS","Black,White",,1400.0,,-,,
Karbonn Sparkle V,Karbonn,Sparkle V,2014-09-01,2014.0,4.5,,5.0,LED flash,Yes,"Yes, with A-GPS",Red,80.0,1700.0,,138 g (4.87 oz),138.0,4.87
Karbonn Titanium S19,Karbonn,Titanium S19,2014-08-01,2014.0,5.0,,13.0,LED flash,Yes,"Yes, with A-GPS","Black, White",110.0,2000.0,,-,,
Karbonn Smart A12 Star,Karbonn,Smart A12 Star,2014-07-01,2014.0,4.0,,5.0,LED flash,Yes,"Yes, with A-GPS",Black,50.0,1400.0,,130 g (4.59 oz),130.0,4.59
Karbonn Titanium S1 Plus,Karbonn,Titanium S1 Plus,2014-05-01,2014.0,4.0,,5.0,LED flash,Yes,"Yes, with A-GPS",White,80.0,1500.0,,129 g (4.55 oz),129.0,4.55
Karbonn Titanium Hexa,Karbonn,Titanium Hexa,2014-04-01,2014.0,5.5,,13.0,"LED flash, panorama",Yes,"Yes, with A-GPS","Black, White",200.0,2050.0,,-,,
Karbonn Titanium Octane Plus,Karbonn,Titanium Octane Plus,2014-04-01,2014.0,5.0,,16.0,"LED flash, panorama",Yes,"Yes, with A-GPS","Black, White",220.0,2000.0,,-,,
Karbonn Titanium Octane,Karbonn,Titanium Octane,2014-04-01,2014.0,5.0,,13.0,"LED flash, panorama",Yes,"Yes, with A-GPS","Black, White",170.0,2000.0,,-,,
Karbonn Titanium X,Karbonn,Titanium X,2014-01-01,2014.0,5.0,,13.0,"Dual-LED flash, HDR, panorama",Yes,"Yes, with A-GPS",Black,200.0,2300.0,,143 g (5.04 oz),143.0,5.04
Karbonn A16,Karbonn,A16,2014-01-01,2014.0,3.9,,5.0,,Yes,"Yes, with A-GPS",Black,60.0,1350.0,,-,,
Karbonn A12+,Karbonn,A12+,2013-10-01,2013.0,4.0,,5.0,LED flash,Yes,"Yes, with A-GPS",Black/White,60.0,1400.0,,-,,
Karbonn Titanium S5 Plus,Karbonn,Titanium S5 Plus,2013-12-01,2013.0,5.0,,8.0,LED flash,Yes,"Yes, with A-GPS","Black, White",120.0,1800.0,,104.5 g (3.70 oz),104.5,3.7
Karbonn S7 Titanium,Karbonn,S7 Titanium,2013-12-01,2013.0,5.0,,13.0,LED flash,Yes,"Yes, with A-GPS",Black,180.0,2000.0,,-,,
Karbonn S9 Titanium,Karbonn,S9 Titanium,2013-07-01,2013.0,5.5,,13.0,LED flash,Yes,"Yes, with A-GPS",White,170.0,2600.0,,176.5 (6.21 oz),176.5,6.21
Karbonn A10,Karbonn,A10,2013-07-01,2013.0,3.9,,5.0,LED flash,Yes,"Yes, with A-GPS",Black,70.0,1400.0,,-,,
Karbonn A5,Karbonn,A5,2013-07-01,2013.0,3.2,,15.0,,Yes,"Yes, with A-GPS",Black,50.0,1200.0,,-,,
Karbonn A37,Karbonn,A37,2013-01-01,2013.0,7.0,,2.0,,Yes,"Yes, with A-GPS",Black/White,100.0,3000.0,,335 g (11.82 oz),335.0,11.82
Karbonn A34,Karbonn,A34,2013-01-01,2013.0,7.0,,2.0,,Yes,"Yes, with A-GPS",Gray/White,90.0,3000.0,,335 g (11.82 oz),335.0,11.82
Karbonn A25,Karbonn,A25,2013-01-01,2013.0,5.0,,5.0,LED flash,Yes,No,White/Black,80.0,2000.0,,150 g (5.29 oz),150.0,5.29
Karbonn A7 Star,Karbonn,A7 Star,2013-01-01,2013.0,4.5,,5.0,LED flash,Yes,No,White/Black,70.0,1400.0,,-,,
Karbonn A4+,Karbonn,A4+,2013-01-01,2013.0,4.0,,15.0,,Yes,No,White/Black,50.0,1250.0,,87.5 g without battery (3.07 oz),87.5,3.07
Karbonn A2+,Karbonn,A2+,2013-01-01,2013.0,4.0,,15.0,,Yes,No,White/Black,50.0,1750.0,,110 g (3.88 oz),110.0,3.88
Karbonn A27 Retina,Karbonn,A27 Retina,2013-03-01,2013.0,4.3,,8.0,LED flash,Yes,"Yes, with A-GPS",Black,160.0,1800.0,,126.5 g (4.44 oz),126.5,4.44
Karbonn A111,Karbonn,A111,2013-03-01,2013.0,5.0,,5.0,LED flash,Yes,"Yes, with A-GPS",White/Black,150.0,2150.0,,-,,
Karbonn A6,Karbonn,A6,2013-03-01,2013.0,4.0,,5.0,LED flash,Yes,No,White/Black,80.0,1450.0,,114.5 g (4.02 oz),114.5,4.02
Karbonn A4,Karbonn,A4,2013-03-01,2013.0,4.0,,15.0,,Yes,No,White/Black,70.0,1400.0,,75 g (2.65 oz),75.0,2.65
Karbonn A3,Karbonn,A3,2013-03-01,2013.0,4.0,,15.0,,Yes,No,White/Black,70.0,1400.0,,90 g (3.17 oz),90.0,3.17
Karbonn A2,Karbonn,A2,2013-03-01,2013.0,4.0,,15.0,,Yes,No,White/Black,70.0,1750.0,,110 g (3.88 oz),110.0,3.88
Karbonn S5 Titanium,Karbonn,S5 Titanium,2013-05-01,2013.0,5.0,,8.0,LED flash,Yes,"Yes, with A-GPS",Blue,160.0,2000.0,,200 g (7.05 oz),200.0,7.05
Karbonn S1 Titanium,Karbonn,S1 Titanium,2013-01-01,2013.0,4.5,,5.0,LED flash,Yes,"Yes, with A-GPS","Black, White",150.0,1600.0,,-,,
Karbonn K65 Buzz,Karbonn,K65 Buzz,2012-01-01,2012.0,3.5,,2.0,,Yes,No,White,40.0,1200.0,,-,,
Karbonn K9 Jumbo,Karbonn,K9 Jumbo,2012-01-01,2012.0,2.4,,3.0,,Yes,No,"Black, Red",30.0,1800.0,,112 g (3.95 oz),112.0,3.95
Karbonn A9,Karbonn,A9,2012-01-01,2012.0,3.8,,5.0,LED flash,Yes,Yes,"Black, White",110.0,1600.0,,-,,
Karbonn KT62,Karbonn,KT62,2012-01-01,2012.0,2.8,,,,Yes,No,Black/Red,30.0,1000.0,,85 g (3.00 oz),85.0,3.0
Karbonn K52 Groovster,Karbonn,K52 Groovster,2012-01-01,2012.0,2.4,,3.0,,Yes,No,"Black/Red, Silver/Black",20.0,1800.0,,-,,
Karbonn K309 Boombastic,Karbonn,K309 Boombastic,2012-01-01,2012.0,,,,,Yes,No,Black/Red,20.0,1500.0,,85 g (3.00 oz),85.0,3.0
Karbonn K4+ Titan,Karbonn,K4+ Titan,2012-01-01,2012.0,2.6,,3.0,,"Yes, with stereo speakers",No,"Black/Silver, White/Black",30.0,2200.0,,95 g (3.35 oz),95.0,3.35
Karbonn K707 Spy II,Karbonn,K707 Spy II,2012-01-01,2012.0,2.4,,3.0,,Yes,No,"Black/Silver, Black/Red",20.0,1800.0,,100 g (3.53 oz),100.0,3.53
Karbonn K451+ Sound Wave,Karbonn,K451+ Sound Wave,2012-01-01,2012.0,2.4,,3.0,,Yes,No,Silver/Black,20.0,1800.0,,-,,
Karbonn K102+ Flair,Karbonn,K102+ Flair,2012-01-01,2012.0,,,,,Yes,No,"Golden/White, Black/Red",20.0,1000.0,,80 g (2.82 oz),80.0,2.82
Karbonn KC540 Blaze,Karbonn,KC540 Blaze,2012-01-01,2012.0,2.2,,3.0,,Yes,No,White,40.0,1000.0,,80 g (2.82 oz),80.0,2.82
Karbonn K1+ Stereo,Karbonn,K1+ Stereo,2012-01-01,2012.0,1.77,,,,Yes,No,"White/Black, Black/Red",30.0,1000.0,,78 g (2.75 oz),78.0,2.75
Karbonn A1+,Karbonn,A1+,2012-01-01,2012.0,3.5,,3.0,,Yes,No,Ivory White,50.0,1500.0,,130 g (4.59 oz),130.0,4.59
Karbonn A21,Karbonn,A21,2012-01-01,2012.0,4.5,,5.0,LED flash,Yes,"Yes, with A-GPS",Pearl White,130.0,1800.0,,-,,
Karbonn A11,Karbonn,A11,2012-01-01,2012.0,4.0,,5.0,LED flash,Yes,"Yes, with A-GPS",Black/White,100.0,1500.0,,-,,
Karbonn K36+ Jumbo Mini,Karbonn,K36+ Jumbo Mini,2012-01-01,2012.0,1.8,,,,Yes,No,Black,20.0,1800.0,,92 g (3.25 oz),92.0,3.25
Karbonn K101+ Media Champ,Karbonn,K101+ Media Champ,2012-01-01,2012.0,1.8,,,,Yes,No,"Black, Black/Red",10.0,800.0,,69 g (2.43 oz),69.0,2.43
Karbonn K440,Karbonn,K440,2012-01-01,2012.0,2.6,,3.0,,Yes,No,"Black/White, Black/Red",30.0,2100.0,,-,,
Karbonn A9+,Karbonn,A9+,2012-01-01,2012.0,4.0,,5.0,LED flash,Yes,"Yes, with A-GPS",Pearl White,120.0,1420.0,,-,,
Karbonn K11+,Karbonn,K11+,2012-01-01,2012.0,2.4,,,,Yes,No,"Black/Red, White/Black",30.0,1000.0,,61 g (2.15 oz),61.0,2.15
Karbonn A15,Karbonn,A15,2012-01-01,2012.0,4.0,,15.0,,Yes,"Yes, with A-GPS",Black,80.0,1420.0,,-,,
Karbonn A30,Karbonn,A30,2012-01-01,2012.0,5.9,,8.0,LED flash,Yes,"Yes, with A-GPS",Black/White,160.0,2500.0,,280 g (9.88 oz),280.0,9.88
Kyocera DuraForce Pro 2,Kyocera,DuraForce Pro 2,2018-11-01,2018.0,5.0,,13.0,"LED flash, HDR, panorama","Yes, with stereo speakers","Yes, with A-GPS",Black,,3240.0,,243 g (8.25 oz),243.0,8.25
Kyocera DuraForce Pro,Kyocera,DuraForce Pro,2016-10-01,2016.0,5.0,,13.0,"LED flash, HDR, panorama","Yes, with stereo speakers","Yes, with A-GPS",Black,,3240.0,,230 g (8.11 oz),230.0,8.11
